Record_ID,Record_Date,Academic_Year,School,School_Type,City,Student_ID,Student_First_Name,Student_Last_Name,Student_Full_Name,Age,Grade_Level,Department,Teacher,Grade_Score,Grade_Category,Presence_Rate_Pct,Absence_Days,Late_Arrivals,Students_Per_Computer,Classroom_Size,Library_Books,Lab_Equipment_Score,Internet_Quality,Playground_Quality,Budget_Per_Student,Teaching_Materials_Budget,Infrastructure_Budget,Extra_Curricular_Budget,Student_Teacher_Ratio,Graduation_Rate_Pct,University_Admission_Rate_Pct,Parent_Satisfaction_Score,Student_Satisfaction_Score,Participates_Sports,Participates_Arts,Participates_Clubs
EDU000877,2022-12-07,2022-2023,Lycée Nelson Mandela,Privé,Phoenix,STU30949,Arthur,Petit,Arthur Petit,13,3ème,Sport,Sophie Martin,15.2,Très bien (B),96.6,10,6,3,26,9374,62,Excellent,Moyen,2528,26440,125273,6913,20.9,77,63,75,65,Oui,Non,Oui
EDU000878,2022-04-05,2025-2026,Lycée Nelson Mandela,Privé,Chicago,STU73173,Jean,David,Jean David,14,4ème,Mathématiques,Jean Bernard,14.9,Très bien (B),81.7,13,13,5,35,7816,40,Bon,Excellent,1421,38779,99383,8701,13.2,96,69,71,80,Non,Non,Oui
EDU000879,2024-10-29,2020-2021,Lycée Simone de Beauvoir,Public,New York,STU18025,Maxime,Mercier,Maxime Mercier,12,5ème,Histoire-Géographie,Gabriel Lambert,11.7,Moyen (D),82.5,3,7,1,37,16306,92,Bon,Excellent,2992,41982,133706,6098,27.7,96,40,89,64,Oui,Non,Non
EDU000880,2021-12-19,2025-2026,Lycée Alexandre Dumas,Public,Phoenix,STU75701,Jean,Martinez,Jean Martinez,12,4ème,Informatique,Pierre Petit,14.9,Très bien (B),87.0,16,12,2,20,3014,40,Mauvais,Excellent,1399,9796,22596,6638,24.3,78,49,72,68,Non,Non,Oui
EDU000881,2026-02-02,2022-2023,Lycée Jean Moulin,Public,Lyon,STU96797,Adam,Bonnet,Adam Bonnet,14,3ème,Français,Zoe Legrand,16.3,Excellent (A),94.6,13,3,5,38,16556,46,Mauvais,Moyen,2579,27928,114532,15193,25.4,83,58,62,88,Non,Oui,Oui
EDU000882,2020-11-05,2022-2023,Lycée Simone de Beauvoir,Public,Glasgow,STU58056,Emma,Morel,Emma Morel,11,5ème,Musique,Emma Laurent,18.9,Excellent (A),84.5,11,6,4,39,7563,84,Bon,Bon,1161,42975,29906,10466,14.9,89,85,60,79,Oui,Non,Non
EDU000883,2025-05-23,2021-2022,Lycée Alexandre Dumas,Public,Manchester,STU24944,Lucas,Dupont,Lucas Dupont,13,4ème,Économie,Arthur Girard,13.9,Bien (C),77.1,10,1,1,21,3268,65,Bon,Mauvais,836,7013,142099,3071,12.7,81,75,73,66,Non,Non,Non
EDU000884,2022-12-12,2026-2027,Lycée Voltaire,Privé,Cardiff,STU47882,Nicolas,Simon,Nicolas Simon,16,2nde,Biologie,Thomas Leroy,11.6,Moyen (D),97.4,19,5,1,29,19692,65,Mauvais,Excellent,1832,30192,73561,18559,28.5,90,64,78,65,Oui,Oui,Oui
EDU000885,2022-03-23,2025-2026,Lycée Jean Jaurès,Privé,Philadelphia,STU63433,Julia,Andre,Julia Andre,14,3ème,Histoire-Géographie,Gabriel Lambert,9.4,Insuffisant (E),84.8,10,8,5,25,17320,82,Bon,Moyen,810,7581,19013,6628,10.4,82,82,63,55,Non,Non,Oui
EDU000886,2020-12-08,2024-2025,Lycée Thomas Edison,Public,Marseille,STU54291,Jules,Dupont,Jules Dupont,12,4ème,Musique,Pierre Petit,13.6,Bien (C),98.9,6,1,2,27,11494,66,Bon,Mauvais,1622,5843,33438,3907,11.1,71,77,63,83,Oui,Oui,Non
EDU000887,2020-09-15,2025-2026,Lycée Voltaire,Privé,Toulouse,STU79690,Maxime,Moreau,Maxime Moreau,10,6ème,Philosophie,Arthur Girard,17.8,Excellent (A),80.8,8,2,3,37,6888,79,Excellent,Bon,1002,22203,67835,16532,18.3,72,55,86,75,Oui,Oui,Oui
EDU000888,2025-06-24,2025-2026,Lycée Marie Curie,Public,Nice,STU55716,Ines,Dubois,Ines Dubois,18,Terminale,Sciences,Lucas Mercier,17.9,Excellent (A),94.2,0,11,2,22,3892,42,Moyen,Bon,1801,5548,123416,18292,28.6,89,78,92,68,Oui,Oui,Oui
EDU000889,2025-05-27,2021-2022,Lycée Montesquieu,Privé,Lille,STU72176,Raphael,Durand,Raphael Durand,15,3ème,Musique,Camille Garcia,15.7,Très bien (B),77.6,15,13,4,23,17681,71,Mauvais,Mauvais,1313,48135,149138,19782,26.2,76,66,75,77,Non,Oui,Oui
EDU000890,2022-06-24,2023-2024,Lycée Montesquieu,Privé,London,STU62627,Manon,Legrand,Manon Legrand,13,5ème,Histoire-Géographie,Julie Durand,12.3,Bien (C),85.9,16,0,5,26,15665,81,Mauvais,Excellent,2418,26290,54304,8136,21.0,90,78,94,88,Oui,Non,Non
EDU000891,2024-03-26,2021-2022,Lycée Victor Schoelcher,Public,Dallas,STU23916,Alice,Vincent,Alice Vincent,12,5ème,Informatique,Zoe Legrand,12.8,Bien (C),86.6,13,10,5,35,13457,58,Excellent,Bon,2312,39878,16458,12390,10.6,72,85,78,57,Non,Oui,Non
EDU000892,2022-10-12,2024-2025,Lycée Thomas Edison,Public,Philadelphia,STU28228,Alice,Dubois,Alice Dubois,15,2nde,Musique,Nicolas Martinez,12.1,Bien (C),88.3,2,3,3,36,15042,42,Excellent,Moyen,978,5285,58138,10581,15.4,92,80,71,83,Non,Non,Non
EDU000893,2023-04-13,2020-2021,Lycée Jean Moulin,Public,Phoenix,STU28519,Zoe,Martin,Zoe Martin,14,2nde,Mathématiques,Marie Richard,9.4,Insuffisant (E),83.5,0,2,5,32,2183,71,Moyen,Bon,894,31312,100342,6890,29.9,75,54,72,76,Oui,Oui,Oui
EDU000894,2020-10-26,2020-2021,Lycée Nelson Mandela,Privé,Nantes,STU93746,Maxime,Bertrand,Maxime Bertrand,11,5ème,Histoire-Géographie,Hugo Simon,15.9,Très bien (B),97.6,20,13,2,28,19815,68,Moyen,Bon,2723,46619,85570,2815,23.9,80,71,65,67,Non,Non,Non
EDU000895,2026-03-25,2026-2027,Lycée Nelson Mandela,Privé,Manchester,STU59863,Camille,Bernard,Camille Bernard,15,2nde,Économie,Thomas Leroy,11.6,Moyen (D),82.6,11,7,3,30,3149,57,Mauvais,Mauvais,2997,48428,119794,13597,28.5,86,52,77,82,Oui,Non,Oui
EDU000896,2025-06-24,2022-2023,Lycée Jean Moulin,Public,Cardiff,STU64590,Zoe,Richard,Zoe Richard,17,Terminale,Langues,Ines Lefevre,18.4,Excellent (A),87.9,7,4,1,34,16491,63,Mauvais,Excellent,2880,44908,86212,9985,13.2,98,91,86,89,Oui,Non,Non
EDU000897,2025-06-30,2025-2026,Lycée Albert Einstein,Privé,Sheffield,STU54199,Raphael,Lefevre,Raphael Lefevre,18,Terminale,Mathématiques,Camille Garcia,8.5,Insuffisant (E),95.0,11,1,5,25,18432,57,Mauvais,Mauvais,1476,5536,23405,17003,13.9,75,88,72,86,Oui,Non,Non
EDU000898,2026-03-01,2025-2026,Lycée Albert Einstein,Privé,Cardiff,STU87370,David,Robert,David Robert,13,4ème,Chimie,Camille Garcia,15.1,Très bien (B),75.1,17,0,1,33,5512,61,Moyen,Excellent,2251,7519,44774,2159,16.0,80,41,71,85,Oui,Non,Oui
EDU000899,2022-03-25,2020-2021,Lycée Thomas Edison,Public,Montpellier,STU88200,David,David,David David,14,4ème,Chimie,Anna Roux,15.2,Très bien (B),93.8,19,10,2,22,4295,47,Bon,Bon,2244,42755,17652,11003,29.9,75,65,82,61,Non,Non,Oui
EDU000900,2024-12-06,2026-2027,Lycée Voltaire,Privé,Houston,STU97534,Rose,Richard,Rose Richard,12,4ème,Biologie,Sophie Martin,13.2,Bien (C),87.4,16,6,5,31,12421,58,Moyen,Excellent,1863,46413,123086,3342,26.0,96,80,65,87,Oui,Non,Oui
EDU000901,2024-01-30,2025-2026,Lycée Jean Jaurès,Privé,Philadelphia,STU56855,Hugo,Bonnet,Hugo Bonnet,14,4ème,Langues,Felix Vincent,12.5,Bien (C),75.8,13,4,4,25,18819,94,Excellent,Mauvais,2666,18093,74867,16492,15.0,73,48,65,70,Non,Non,Non
EDU000902,2022-07-16,2026-2027,Lycée Montesquieu,Privé,Leeds,STU43728,Lena,Garcia,Lena Garcia,10,6ème,Économie,Ines Lefevre,8.3,Insuffisant (E),81.4,3,14,4,25,1462,77,Excellent,Mauvais,1758,10494,123111,9880,10.4,97,55,81,54,Non,Non,Oui
EDU000903,2024-05-14,2020-2021,Lycée Simone de Beauvoir,Public,New York,STU87355,Felix,Morel,Felix Morel,14,2nde,Musique,Pierre Petit,18.3,Excellent (A),85.5,7,3,2,26,10188,90,Bon,Excellent,2063,37904,100218,4963,23.2,90,49,63,59,Non,Oui,Non
EDU000904,2022-04-16,2020-2021,Lycée Simone de Beauvoir,Public,Los Angeles,STU41135,Jules,Richard,Jules Richard,10,6ème,Sciences,Pierre Petit,12.7,Bien (C),94.2,14,12,4,25,3094,47,Moyen,Moyen,899,23693,77832,8359,27.9,86,85,72,69,Oui,Non,Non
EDU000905,2021-08-13,2026-2027,Lycée Albert Einstein,Privé,Cardiff,STU99872,Rose,Bernard,Rose Bernard,15,1ère,Chimie,Raphael Francois,12.2,Bien (C),83.0,13,4,5,23,16325,78,Bon,Mauvais,2191,9209,128466,9000,27.1,86,47,87,59,Oui,Oui,Non
EDU000906,2022-05-31,2024-2025,Lycée Albert Einstein,Privé,Bristol,STU87817,Thomas,Thomas,Thomas Thomas,14,2nde,Arts,Raphael Francois,18.3,Excellent (A),86.1,14,13,4,23,1881,62,Bon,Mauvais,2796,5064,125886,11568,16.9,89,79,65,73,Oui,Oui,Non
EDU000907,2020-10-13,2020-2021,Lycée Simone de Beauvoir,Public,New York,STU10770,Maxime,Richard,Maxime Richard,13,5ème,Arts,Lena Fournier,16.8,Excellent (A),87.4,19,1,2,29,12344,43,Bon,Moyen,2860,31199,128643,14995,10.9,90,43,77,50,Oui,Non,Non
EDU000908,2024-07-27,2023-2024,Lycée Jean Moulin,Public,Birmingham,STU19018,Antoine,Girard,Antoine Girard,16,2nde,Biologie,Pierre Petit,10.4,Moyen (D),85.6,16,3,1,22,8981,93,Bon,Mauvais,1506,9697,22705,12275,12.0,77,57,84,53,Oui,Non,Oui
EDU000909,2023-04-21,2020-2021,Lycée Marie Curie,Public,Paris,STU81683,Jules,Andre,Jules Andre,12,5ème,Économie,Clara Moreau,9.7,Insuffisant (E),94.3,6,2,4,36,4983,86,Mauvais,Bon,2501,5592,72274,19611,21.3,91,83,65,80,Oui,Non,Oui
EDU000910,2024-02-07,2024-2025,Lycée Alexandre Dumas,Public,Leeds,STU66152,Zoe,Bertrand,Zoe Bertrand,13,3ème,Mathématiques,Sophie Martin,7.9,Très insuffisant (F),81.4,3,1,4,20,15966,47,Mauvais,Bon,1901,41741,105730,2903,25.9,91,74,80,56,Oui,Oui,Non
EDU000911,2021-07-29,2022-2023,Lycée Victor Hugo,Public,San Antonio,STU86564,Lena,Thomas,Lena Thomas,16,Terminale,Physique,Hugo Simon,15.4,Très bien (B),84.1,19,15,2,39,13957,62,Moyen,Mauvais,1270,44324,58775,16860,18.6,72,65,88,78,Oui,Non,Oui
EDU000912,2024-08-22,2024-2025,Lycée Nelson Mandela,Privé,Montpellier,STU27625,Lea,Thomas,Lea Thomas,16,1ère,Économie,Nicolas Martinez,17.1,Excellent (A),80.5,0,11,3,35,7798,69,Excellent,Bon,2949,36314,85103,3524,13.3,74,53,78,74,Oui,Non,Non
EDU000913,2022-08-22,2023-2024,Lycée Nelson Mandela,Privé,Edinburgh,STU36842,Gabriel,Garcia,Gabriel Garcia,15,1ère,Mathématiques,Emma Laurent,17.0,Excellent (A),85.4,3,9,2,40,4351,63,Bon,Moyen,2894,19861,39542,15001,29.8,93,66,73,76,Non,Non,Oui
EDU000914,2024-11-23,2022-2023,Lycée Simone de Beauvoir,Public,Chicago,STU60790,Jules,Fournier,Jules Fournier,16,2nde,Sport,Michel Dupont,10.2,Moyen (D),88.8,7,0,1,28,18736,54,Mauvais,Bon,2444,19877,30645,13289,21.5,75,49,67,60,Non,Oui,Non
EDU000915,2023-10-23,2021-2022,Lycée Thomas Edison,Public,Austin,STU44632,Marie,Bernard,Marie Bernard,11,6ème,Biologie,Anna Roux,9.5,Insuffisant (E),77.4,17,14,2,24,17828,50,Moyen,Mauvais,1308,38986,60483,2669,11.8,73,68,85,53,Non,Non,Non
EDU000916,2023-06-30,2025-2026,Lycée Voltaire,Privé,Austin,STU72529,Julia,Fournier,Julia Fournier,14,4ème,Physique,Lucas Mercier,13.8,Bien (C),79.0,4,3,4,23,4616,57,Mauvais,Moyen,2510,28327,145471,5110,21.1,87,82,66,50,Non,Oui,Non
EDU000917,2024-03-07,2026-2027,Lycée Albert Einstein,Privé,London,STU41883,Louis,Francois,Louis Francois,11,6ème,Langues,Marie Richard,9.7,Insuffisant (E),86.5,11,11,4,25,14579,46,Mauvais,Moyen,2481,19281,137927,18617,11.4,88,53,93,87,Oui,Non,Oui
EDU000918,2022-12-28,2020-2021,Lycée Montesquieu,Privé,Lyon,STU11699,Zoe,Bonnet,Zoe Bonnet,13,3ème,Arts,Manon Dupont,12.8,Bien (C),92.4,3,12,2,26,14814,47,Bon,Excellent,2725,45233,148119,12794,15.4,71,42,79,88,Oui,Oui,Non
EDU000919,2024-09-03,2024-2025,Lycée Jean Moulin,Public,Nantes,STU58702,Felix,Moreau,Felix Moreau,15,2nde,Philosophie,Clara Moreau,11.4,Moyen (D),85.5,7,3,2,35,10124,86,Bon,Bon,1395,26112,99659,5468,18.8,78,44,71,70,Oui,Non,Non
EDU000920,2021-11-10,2021-2022,Lycée Nelson Mandela,Privé,Edinburgh,STU33880,Julia,Lefevre,Julia Lefevre,15,1ère,Arts,Sophie Martin,10.0,Moyen (D),90.0,11,8,1,26,19181,56,Moyen,Bon,1184,25575,112134,9131,25.5,89,55,60,80,Non,Non,Oui
EDU000921,2024-02-05,2023-2024,Lycée Jean Moulin,Public,Dallas,STU85929,Hugo,Martinez,Hugo Martinez,15,2nde,Histoire-Géographie,Arthur Girard,10.8,Moyen (D),93.2,17,5,1,34,16841,80,Bon,Moyen,1180,32429,114978,18653,11.3,98,53,73,89,Non,Oui,Non
EDU000922,2022-03-12,2023-2024,Lycée Alexandre Dumas,Public,Paris,STU96096,Jean,Bertrand,Jean Bertrand,13,5ème,Sciences,Michel Dupont,15.1,Très bien (B),79.5,4,5,2,28,4082,84,Bon,Excellent,2486,49152,74391,8056,24.7,83,60,79,50,Oui,Oui,Non
EDU000923,2023-12-29,2021-2022,Lycée Simone de Beauvoir,Public,Bordeaux,STU45487,Lena,Vincent,Lena Vincent,13,5ème,Chimie,Michel Dupont,9.4,Insuffisant (E),95.2,11,0,5,29,15392,66,Moyen,Excellent,1283,48798,144939,15952,23.1,80,66,77,50,Non,Oui,Non
EDU000924,2021-05-25,2021-2022,Lycée Alexandre Dumas,Public,Los Angeles,STU71270,Rose,Petit,Rose Petit,11,6ème,Sciences,Arthur Girard,9.3,Insuffisant (E),96.0,2,1,5,25,13633,95,Excellent,Excellent,911,47139,62332,12430,17.7,89,57,71,86,Oui,Oui,Oui
EDU000925,2024-12-12,2023-2024,Lycée Albert Einstein,Privé,Philadelphia,STU97027,Louis,Fournier,Louis Fournier,15,3ème,Histoire-Géographie,Julie Durand,13.7,Bien (C),80.8,17,12,1,38,9193,45,Excellent,Bon,866,45705,70422,12012,12.5,90,80,69,68,Oui,Non,Non
EDU000926,2022-10-10,2024-2025,Lycée Jean Moulin,Public,Nantes,STU35076,Camille,Garcia,Camille Garcia,12,5ème,Chimie,Gabriel Lambert,13.1,Bien (C),81.0,6,15,3,23,18262,64,Mauvais,Moyen,952,38274,123942,13861,26.2,75,58,75,85,Oui,Non,Oui
EDU000927,2020-11-25,2022-2023,Lycée Voltaire,Privé,New York,STU36765,Manon,Leroy,Manon Leroy,12,4ème,Physique,Camille Garcia,9.9,Insuffisant (E),89.0,16,11,5,28,16715,93,Excellent,Bon,2548,44652,120611,11285,16.5,80,78,66,80,Non,Non,Oui
EDU000928,2022-12-04,2020-2021,Lycée Simone de Beauvoir,Public,Phoenix,STU87583,Emma,Bernard,Emma Bernard,18,Terminale,Informatique,Hugo Simon,9.4,Insuffisant (E),86.4,8,9,5,40,14171,82,Mauvais,Mauvais,2560,34489,77689,16974,10.3,92,56,89,51,Non,Oui,Oui
EDU000929,2021-08-03,2023-2024,Lycée Simone de Beauvoir,Public,Austin,STU38166,Marie,Martin,Marie Martin,18,Terminale,Sciences,Felix Vincent,17.2,Excellent (A),83.4,15,11,4,33,11675,40,Moyen,Excellent,2869,32680,15243,5143,17.7,91,68,76,86,Oui,Oui,Non
EDU000930,2025-07-18,2022-2023,Lycée Montesquieu,Privé,Strasbourg,STU52947,Alice,Roux,Alice Roux,11,6ème,Informatique,Michel Dupont,14.5,Très bien (B),94.5,13,7,4,30,11186,42,Bon,Moyen,1528,41765,123936,4362,19.4,92,74,70,71,Non,Oui,Non
EDU000931,2024-05-16,2021-2022,Lycée Victor Hugo,Public,Sheffield,STU99455,Lucas,Francois,Lucas Francois,16,Terminale,Philosophie,Antoine Michel,17.7,Excellent (A),85.7,5,12,3,36,3337,80,Mauvais,Bon,2918,47390,85372,10011,25.2,83,85,63,74,Oui,Non,Non
EDU000932,2021-08-13,2025-2026,Lycée Albert Einstein,Privé,Paris,STU20415,Emma,Dupont,Emma Dupont,16,Terminale,Sport,Alice Bonnet,14.0,Très bien (B),77.1,19,6,1,29,17505,95,Moyen,Bon,2805,35124,101823,19176,17.5,85,53,73,74,Non,Non,Oui
EDU000933,2025-05-28,2025-2026,Lycée Victor Hugo,Public,Strasbourg,STU49851,Julie,Leroy,Julie Leroy,16,1ère,Langues,Arthur Girard,13.8,Bien (C),94.5,12,7,2,23,18603,44,Bon,Bon,1710,29299,125276,15817,11.8,92,43,88,64,Oui,Non,Non
EDU000934,2025-11-02,2022-2023,Lycée Simone de Beauvoir,Public,Sheffield,STU66099,Manon,Martinez,Manon Martinez,13,5ème,Arts,Pierre Petit,13.3,Bien (C),86.1,10,1,5,39,19162,78,Mauvais,Mauvais,1885,37492,108129,10933,23.7,90,55,78,82,Non,Oui,Non
EDU000935,2025-10-27,2025-2026,Lycée Albert Einstein,Privé,Phoenix,STU13604,Maxime,Leroy,Maxime Leroy,16,Terminale,Sport,Nicolas Martinez,12.8,Bien (C),82.0,8,4,1,35,14803,69,Moyen,Excellent,2062,44110,126693,13492,14.0,72,54,80,80,Oui,Oui,Oui
EDU000936,2021-01-11,2020-2021,Lycée Victor Schoelcher,Public,Dallas,STU16096,Zoe,Lefevre,Zoe Lefevre,15,2nde,Biologie,Sophie Martin,16.0,Excellent (A),84.3,11,4,2,29,9630,61,Bon,Moyen,2531,28950,74487,13205,29.1,76,83,68,76,Non,Oui,Oui
EDU000937,2020-12-28,2023-2024,Lycée Victor Hugo,Public,Bordeaux,STU20312,Adam,Fournier,Adam Fournier,10,6ème,Biologie,Clara Moreau,16.1,Excellent (A),89.6,11,13,1,22,17445,76,Mauvais,Moyen,1129,10686,36686,12429,20.0,93,68,77,75,Non,Oui,Non
EDU000938,2025-09-12,2023-2024,Lycée Montesquieu,Privé,Lille,STU22190,Louis,Legrand,Louis Legrand,16,2nde,Économie,Arthur Girard,12.1,Bien (C),87.2,0,8,4,38,14487,65,Mauvais,Bon,864,29436,44908,14086,18.1,89,77,83,51,Oui,Non,Oui
EDU000939,2023-04-07,2025-2026,Lycée Montesquieu,Privé,Montpellier,STU33655,Emma,Mercier,Emma Mercier,16,2nde,Histoire-Géographie,Manon Dupont,12.2,Bien (C),82.1,0,10,3,35,8928,79,Mauvais,Bon,1437,9396,76421,3795,17.1,76,45,94,74,Non,Oui,Non
EDU000940,2023-05-26,2023-2024,Lycée Alexandre Dumas,Public,Lille,STU87434,Julie,Vincent,Julie Vincent,16,Terminale,Sciences,Lucas Mercier,15.3,Très bien (B),79.2,14,9,3,24,1087,52,Moyen,Moyen,1955,11757,14374,7455,28.3,77,82,90,64,Non,Oui,Non
EDU000941,2026-03-29,2026-2027,Lycée Nelson Mandela,Privé,Lille,STU22518,Gabriel,Moreau,Gabriel Moreau,11,5ème,Langues,Camille Garcia,8.8,Insuffisant (E),91.9,0,4,3,36,13251,52,Moyen,Mauvais,2103,40029,30587,13444,14.2,89,73,94,73,Oui,Oui,Non
EDU000942,2024-07-09,2022-2023,Lycée Voltaire,Privé,Austin,STU91248,Rose,Morel,Rose Morel,12,6ème,Philosophie,Emma Laurent,15.1,Très bien (B),91.9,2,5,5,32,11823,63,Excellent,Mauvais,2687,27620,56613,9049,20.8,97,46,74,69,Oui,Oui,Oui
EDU000943,2023-07-25,2020-2021,Lycée Albert Einstein,Privé,San Diego,STU34782,Adam,Michel,Adam Michel,12,4ème,Biologie,Zoe Legrand,17.8,Excellent (A),79.3,5,3,5,31,19816,69,Bon,Excellent,1216,16363,26597,18875,16.3,85,52,78,55,Oui,Non,Non
EDU000944,2021-08-10,2021-2022,Lycée Jean Jaurès,Privé,Strasbourg,STU94032,Clara,Martinez,Clara Martinez,13,4ème,Langues,Sophie Martin,17.5,Excellent (A),83.0,1,6,1,29,10726,40,Mauvais,Mauvais,2982,10763,36164,3554,22.3,98,66,83,89,Non,Non,Non
EDU000945,2025-07-07,2025-2026,Lycée Alexandre Dumas,Public,Houston,STU50032,Nicolas,Mercier,Nicolas Mercier,13,4ème,Français,Alice Bonnet,15.4,Très bien (B),79.6,18,3,2,33,9745,61,Bon,Excellent,2507,25105,31504,5374,10.5,73,84,84,74,Oui,Oui,Oui
EDU000946,2022-02-25,2024-2025,Lycée Montesquieu,Privé,Leeds,STU42775,Thomas,Andre,Thomas Andre,13,5ème,Français,Nicolas Martinez,13.4,Bien (C),85.4,16,4,2,22,17358,62,Mauvais,Bon,2360,45519,109997,6784,10.6,76,80,77,81,Oui,Oui,Oui
EDU000947,2022-03-24,2021-2022,Lycée Thomas Edison,Public,Dallas,STU93118,Arthur,Lambert,Arthur Lambert,17,1ère,Informatique,Manon Dupont,8.6,Insuffisant (E),90.7,1,6,2,24,1999,42,Mauvais,Moyen,2191,45349,139327,6221,15.1,76,75,89,57,Oui,Non,Oui
EDU000948,2021-03-03,2021-2022,Lycée Simone de Beauvoir,Public,New York,STU77072,Clara,Andre,Clara Andre,18,Terminale,Mathématiques,Felix Vincent,18.6,Excellent (A),85.0,12,1,3,37,1939,51,Bon,Moyen,852,32427,104008,11844,27.7,78,78,85,88,Non,Oui,Oui
EDU000949,2026-04-21,2020-2021,Lycée Simone de Beauvoir,Public,Sheffield,STU76199,Felix,Fournier,Felix Fournier,13,4ème,Arts,Felix Vincent,11.1,Moyen (D),97.5,10,11,4,24,8227,72,Mauvais,Mauvais,2360,27779,121560,9787,11.5,82,82,63,76,Oui,Oui,Oui
EDU000950,2022-11-02,2026-2027,Lycée Jean Jaurès,Privé,Toulouse,STU11195,Jules,Michel,Jules Michel,13,4ème,Musique,Raphael Francois,12.0,Bien (C),97.6,2,0,2,36,1546,53,Moyen,Excellent,1850,39147,94581,10057,21.2,92,76,78,69,Oui,Oui,Non
EDU000951,2021-03-15,2024-2025,Lycée Alexandre Dumas,Public,Liverpool,STU50321,Hugo,Durand,Hugo Durand,13,3ème,Philosophie,Clara Moreau,13.9,Bien (C),97.1,13,15,2,40,2844,92,Moyen,Bon,1316,48090,113243,18168,10.2,87,56,92,83,Non,Non,Non
EDU000952,2022-05-05,2025-2026,Lycée Nelson Mandela,Privé,Birmingham,STU31862,Alice,Martinez,Alice Martinez,14,4ème,Chimie,Alice Bonnet,15.0,Très bien (B),79.0,5,0,1,36,8154,49,Bon,Moyen,1658,7735,124501,18710,20.3,83,74,79,77,Non,Non,Non
EDU000953,2025-02-22,2024-2025,Lycée Voltaire,Privé,Paris,STU82307,Camille,Simon,Camille Simon,12,5ème,Sciences,Lena Fournier,10.8,Moyen (D),83.1,18,15,3,24,3600,54,Moyen,Bon,1132,36298,94509,13292,23.7,92,61,70,82,Non,Non,Non
EDU000954,2021-05-22,2025-2026,Lycée Simone de Beauvoir,Public,Marseille,STU48159,Anna,Girard,Anna Girard,15,2nde,Chimie,Julie Durand,12.1,Bien (C),78.0,20,3,5,39,17155,67,Moyen,Moyen,1717,22578,116498,13652,25.7,72,62,87,69,Oui,Non,Non
EDU000955,2023-05-02,2023-2024,Lycée Voltaire,Privé,Austin,STU11040,David,Mercier,David Mercier,16,Terminale,Physique,Thomas Leroy,11.2,Moyen (D),95.9,12,6,1,22,11724,76,Mauvais,Bon,1506,23401,47901,6137,20.5,94,84,73,69,Oui,Non,Non
EDU000956,2023-07-08,2020-2021,Lycée Nelson Mandela,Privé,San Diego,STU16463,Louis,Girard,Louis Girard,12,6ème,Musique,Gabriel Lambert,18.5,Excellent (A),94.8,6,9,5,20,3358,93,Moyen,Bon,2596,20860,108232,19268,18.0,93,71,66,72,Non,Non,Non
EDU000957,2024-07-15,2020-2021,Lycée Nelson Mandela,Privé,Edinburgh,STU30216,Nicolas,Fournier,Nicolas Fournier,13,3ème,Physique,Ines Lefevre,12.6,Bien (C),93.7,12,4,4,24,2575,80,Moyen,Bon,2418,24589,26506,5508,22.0,74,85,93,72,Non,Non,Oui
EDU000958,2021-02-22,2025-2026,Lycée Voltaire,Privé,Los Angeles,STU56847,Thomas,Dubois,Thomas Dubois,14,4ème,Musique,Arthur Girard,17.1,Excellent (A),81.1,0,15,4,30,11486,75,Bon,Excellent,1450,30315,57813,15657,15.2,89,63,85,80,Non,Non,Non
EDU000959,2020-12-01,2024-2025,Lycée Victor Hugo,Public,Phoenix,STU55009,Julia,Bertrand,Julia Bertrand,12,6ème,Économie,Raphael Francois,15.0,Très bien (B),98.5,19,2,4,35,13276,63,Excellent,Bon,1935,24591,35159,12053,22.1,75,61,73,56,Non,Non,Oui
EDU000960,2023-05-30,2025-2026,Lycée Voltaire,Privé,Glasgow,STU94422,Ines,Dupont,Ines Dupont,14,4ème,Physique,Manon Dupont,10.7,Moyen (D),83.8,10,1,4,20,12850,60,Moyen,Moyen,1661,46854,90194,9295,29.7,83,74,90,81,Oui,Non,Non
EDU000961,2020-09-11,2021-2022,Lycée Victor Schoelcher,Public,Nantes,STU44816,Julia,Fournier,Julia Fournier,18,Terminale,Musique,Sophie Martin,15.0,Très bien (B),82.5,3,11,2,31,16198,69,Excellent,Excellent,995,12195,42261,12912,22.9,84,79,74,68,Non,Oui,Oui
EDU000962,2026-02-03,2025-2026,Lycée Jean Moulin,Public,Bordeaux,STU56189,Sophie,Richard,Sophie Richard,13,4ème,Philosophie,Antoine Michel,12.0,Bien (C),77.6,10,8,4,29,4120,65,Moyen,Moyen,2715,19024,92332,6969,14.8,74,74,83,73,Non,Oui,Non
EDU000963,2024-01-18,2024-2025,Lycée Alexandre Dumas,Public,Leeds,STU57464,Julia,Bertrand,Julia Bertrand,14,2nde,Chimie,Ines Lefevre,11.7,Moyen (D),97.4,16,8,1,26,14452,50,Bon,Bon,2036,34100,10493,11849,10.4,73,56,85,87,Non,Oui,Non
EDU000964,2026-02-25,2025-2026,Lycée Montesquieu,Privé,Philadelphia,STU42185,Felix,Lambert,Felix Lambert,12,4ème,Philosophie,Camille Garcia,15.1,Très bien (B),89.3,1,6,4,29,13217,85,Mauvais,Excellent,1302,35243,16658,8257,22.2,82,46,61,54,Non,Non,Oui
